raw_drug,normalized_drug,drug_id
aqquevox,aquevox,NO_DRUG_ID
aqualax,unknown,d01021
aquaphor cream,aquaphor,d03770
aquazide h,unknown,d00253
araicept,aricept,d04099
aranasep q 6 wks,aranesp,d04771
arandia,avandia,d04434
aranesp,aranesp,d04771
aranesp  (1m),aranesp,d04771
aranest,naropin,d04051
aransep,aranesp,d04771
arapro,aricept,d04099
aratriptoline,amitriptyline,d00146
arava,arava,d04349
arcept,aricept,d04099
arcicept,aricept,d04099
arcipet,aricept,d04099
arecept,aricept,d04099
aredia,aredia,d00601
areicept,aricept,d04099
aremidick,aricept,d04099
arenol,atenolol,d00004
arginaid,arginaid,NO_DRUG_ID
arginine,unknown,d00578
ariapt,abilify,d04825
ariccept,aricept,d04099
aricep,aricept,d04099
aricept,aricept,d04099
aricept .5,aricept,d04099
aricet,aricept,d04099
aricipt,aricept,d04099
aricit,aricept,d04099
aricpept,unknown,d04099
aricpet,aricept,d04099
aricpt,unknown,d04099
aridrderm,ariderm,NO_DRUG_ID
ariept,aricept,d04099
arimadex,arimidex,d03873
arimedex,arimidex,d03873
arimidax,arimidex,d03873
arimidex,arimidex,d03873
aripiprazole,aripiprazole,d04825
aripiprazole (abilify),aripiprazole,d04825
aripraprazole,aripiprazole,d04825
aritriptylline,amitriptyline,d00146
armocerthyroid,armour thyroid,d00655
armor,armour thyroid,d00655
armor thyroid,armour thyroid,d00655
armorthyroid,armour thyroid,d00655
armothyroid,armour thyroid,d00655
armour,armour thyroid,d00655
armour thyroid,armour thyroid,d00655
armourthyroid,armour thyroid,d00655
armourtlyroid,unknown,d00655
arnantudine,amantadine,d00086
aroce[t,aricept,d04099
arocet k,fioricet,d03455
arodart,avodart,d04788
arolide,aricept,d04099
aromasin,aromasin,d04461
aromosin,aromasin,d04461
aropanolol,propranolol,d00032
arricept,aricept,d04099
artane,artane,d00970
artgritec ecsea,arthrotec,d04271
arthnotec,arthrotec,d04271
arthotec,arthrotec,d04271
arthotex,arthrotec,d04271
arthritic extra duty,arthritis pain reliever,d04722
arthritis pain medicine,unknown,d03884
arthrolec,arthrotec,d04271
arthrotec,arthrotec,d04271
arthrotec(50/200mg),arthrotec,d04271
artificial tears,artificial tears,d03768
artificial tem,artificial tears,d03768
artridoe,arthrotec,d04271
artrirotec,arthrotec,d04271
arwuidex,aricept,d04099
as[ori,aspirin,d00170
asa,aspirin,d00170
asa baby,aspirin,d00170
asa ec,aspirin enteric coated,d00170
asa-ec,aspirin enteric coated,d00170
asachol,asacol,d01031
asacol,asacol,d01031
asacol er,asacol hd,d01031
asacp;,aspirin,d00170
asamacort,azmacort,d00620
ascol,asacol,d01031
ascor,ascor,d00426
ascorbic acid,ascorbic acid,d00426
ascorbic acid-ferrous fumarate,unknown,d03946
ascriptin,ascriptin,d00170
asifax,asiphex,NO_DRUG_ID
asifex,asifex,NO_DRUG_ID
asletin,azelastine,NO_DRUG_ID
asmanex,asmanex,d05262
asmanex twisthaler,asmanex twisthaler,NO_DRUG_ID
asmenex,asmanex,NO_DRUG_ID
asocar,asacol,d01031
asopt,azopt,d04301
aspart insulin,insulin aspart,d04697
aspart insulin sc,insulin aspart,d04697
aspeptin,aspirin,d00170
asperiu,aspirin,d00170
aspiren,aspirin,d00170
aspirin,aspirin,d00170
aspirin (coated),aspirin,d00170
aspirin 81,aspirin,d00170
aspirin ec,aspirin ec,d00170
aspirina,aspirin,d00170
aspirinm,aspirin,d00170
aspiriu,aspirin,d00170
asprim,aspirin,d00170
asprin,aspirin,d00170
asprinin,aspirin,d00170
aspririn,aspirin,d00170
asprn,aspirin,d00170
aspuirn,aspirin,d00170
astalin,asthalin,d04068
astalin nasal spray,astelin nasal spray,NO_DRUG_ID
astelin,astelin,d04068
astelin inh.,astelin,d04068
astelin n/s,astelin nasal spray,d04068
astelin nasal,astelin,d04068
astelin nasal spray,astelin nasal spray,d04068
astelin spray,astelin,d04068
astelin- nasal spray,unknown,d04068
asteline,azelastine,d04068
asteline nasel spray,astelin nasal spray,NO_DRUG_ID
astellin,astelin,d04068
astenlen,asthalin,d04068
asterlin nasal spray,astelin nasal spray,NO_DRUG_ID
asthacard,atacand,d04322
asthmacort,azmacort,d00620
asthmacort nasal spray,azmacort nasal spray,NO_DRUG_ID
astilin,astelin,d04068
astilin nose spray,azelastine nasal spray,d04068
astilon,astelin,d04068
asuolol,atenolol,d00004
atacam,atacand,d04322
atacan,ativan,d00149
atacan/hctz 16-12.5,atacand hct,d04711
atacand,atacand,d04322
atacand (candesartan),atacand,d04322
atacand hct,atacand hct,d04711
atacand hct (32/12.5mg),atacand hct,d04711
atacand hctz,atacand hct,d04711
atacand htc,atacand hct,d04711
atacand w/hctz 32/12.5,atacand hct,d04711
atacand(16/12.5mg),atacand,d04322
atacaned,atacand,d04322
atacanol,atacand,d04322
atacans,ativan,d00149
atacard,atacand,d04322
atacauid hct,atacand hct,d04711
atacend,atacand,d04322
atacond,atacand,d04322
atacord,atacand,d04322
atalin,ritalin,d00900
atalopram,citalopram,d04332
atanax,ativan,d00149
atanol,atenolol,d00004
atanolol,atenolol,d00004
atarax,atarax,d00907
atarond,atarax,d00907
atarvastatin,atorvastatin,d04105
atavan,ativan,d00149
atavastatin,atorvastatin,d04105
atavastatin (lipitor),atorvastatin,d04105
atebikik,atebikik,NO_DRUG_ID
atemp;p;,atenolol,d00004
atenalol,atenolol,d00004
atendol,atenolol,d00004
atenelol,atenolol,d00004
atenenol,atenolol,d00004
atenlol,atenolol,d00004
atenol,atenolol,d00004
atenol chlor,atenolol chlorthalidone,d03258
atenol chloride,atenolol,d00004
atenol of ?,unknown,NO_DRUG_ID
atenol/chlor50,atenolol/chlorthalidone,d03258
atenolal,atenolol,d00004
atenollol/chlorthal 1/2,atenolol/chlorthalidone,d03258
atenolo,atenolol,d00004
atenolo1,atenolol,d00004
atenolol,atenolol,d00004
atenolol   50/25,atenolol/chlorthalidone,d03258
atenolol 12.5,atenolol,d00004
atenolol chol,atenolol,d00004
atenolol inhaler,unknown,d00004
atenolol nebulizer,unknown,d00004
atenolol xl,atenolol xl,d00004
atenolol-chlorthalidone,unknown,d03258
atenolol/chlorthal 50/25,atenolol/chlorthalidone 50/25,d03258
atenolol/chlorthalidone,tenoretic,d03258
atenolol/hctz,atenolol/hydrochlorothiazide,d03258
atenololo,atenolol,d00004
atenonol,atenolol,d00004
atenulol,atenolol,d00004
ateriolol,atenolol,d00004
aterolol,atenolol,d00004
ateronal,atenolol,d00004
atetnolol,atenolol,d00004
ateulool,atenolol,d00004
ateunlol,atenolol,d00004
atewolol,atenolol,d00004
atgnolol,atenolol,d00004
athioditine besylate,amlodipine besylate,d00689
atiran,ativan,d00149
ativan,ativan,d00149
ativan benedryl haldol cream,"ativan lorazepam, benadryl diphenhydramine, haldol haloperidol topical compound",NO_DRUG_ID
ativn,ativan,d00149
atlace,altace,d00728
atnolol,atenolol,d00004
atonel,actonel,d04300
atorvast,atorvastatin,d04105
atorvastatin,atorvastatin,d04105
atorvastin,atorvastatin,d04105
atracel,atracurium,d00173
atravent,atrovent,d00265
atrevert,atrovent,d00265
atrivebt,atrivent,NO_DRUG_ID
atrocand,atacand,d04322
atrolol/chlorthal,atenolol/chlorthalidone,d03258
atropine,atropine,d00174
atropine .01 r eye,atropine,d00174
atropine sulfate,unknown,d00174
atropine-diphenoxylat,unknown,d03506
atrovastin,atorvastatin,d04105
atroven,atrovent,d00265
atrovent,atrovent,d00265
atrovent 0.03%,atrovent 0.03%,NO_DRUG_ID
atrovent 0.06 2sprays,atrovent,d00265
atrovent 0.06%,atrovent,d00265
atrovent 1 puff,atrovent,d00265
atrovent hfa,atrovent hfa,d00265
atrovent inhailer,atrovent inhaler,d04235
atrovent inhal,atrovent inhaler,NO_DRUG_ID
atrovent inhaler,atrovent inhaler,d00265
atrovent nasal,atrovent nasal,d04235
atrovent nasal spray,atrovent nasal spray,d04235
atrovent nasel,atrovent nasal,d04235
atrovent spray,atrovent,d00265
atrovert,atrovent,d00265
atrovert advair,advair,d00265
atrovert spray,atrovent spray,NO_DRUG_ID
atrovet,atrovent,d00265
atrpvemt,atrovent,d00265
attace,altace,d00728
attavan,ativan,d00149
attenonol,atenolol,d00004
atvontent inhaler,atrovent inhaler,NO_DRUG_ID
auandia,avandia,d04434
auapro,adapro,NO_DRUG_ID
audro gel,voltaren gel,NO_DRUG_ID
augmentin,augmentin,d00089
auoxeline/prozac,fluoxetine/prozac,d00236
auphex,auphen,NO_DRUG_ID
auralgan,auralgan,d06857
auxronide,auranofin,d00818
avacor,aricept,d04099
avadar,avandia,d04434
avadart,avodart,d04788
avadia,avandia,d04434
avage cream,avage cream,d04138
avalede,unknown,d04245
avalid,avelox,d04500
avalide,avalide,d04245
avalide  150/12.5,avalide,d04245
avalide 150,avalide,d04245
avalide 150 12.5 mg,avalide,d04245
avalide 150/12.5,avalide 150/12.5,d04245
avalide 150/12.5 mg,avalide,d04245
avalide 300,avalide,d04245
avalide 300/25,avalide,d04245
avalide hc 75/6.5,avalide,d04245
avalide hctz,avalide,d04245
avalide irbesartan,avalide,d04245
avalide/hct,avalide,d04245
avalidi,avelox,d04500
avalox,avelox,d04500
avamdament,avandarmet,d04820
avamdia,avandia,d04434
avamdoa,avandia,d04434
avanda,avandia,d04434
avandamet,avandamet,d04820
avandamet  2/1000,avandamet,d04820
avandamet 4/500,avandamet,d04820
avandaryl,avandaryl,d05674
avandia,avandia,d04434
avandin,avandia,d04434
avandis,avandia,d04434
avandryl,avandaryl,d05674
avanir - study,nuedexta,d07707
avantia,avandia,d04434
avantra,avandia,d04434
avapar,avapro,d04222
avappo,aricept,d04099
avapril,avapro,d04222
avapro,avapro,d04222
avaprol,propranolol,d00032
avastin,avastin,d05214
avastine injection,avastin injection,d05214
avatar,unknown,NO_DRUG_ID
avatis,avastin,d05214
avedart,avodart,d04788
avelon,avelox,d04500
avelox,avelox,d04500
avendia,avandia,d04434
avilade,avelox,d04500
avilide,avalide,d04245
avilide hc,avalide,d04245
avimidex,arimidex,d03873
avinza,avinza,d00308
avista,aricept,d04099
avitan,ativan,d00149
avodant,avodart,d04788
avodart,avodart,d04788
avodart 0.5,avodart,d04788
avodast,avodart,d04788
avodent,avodart,d04788
avodiant,avodart,d04788
avondart,avodart,d04788
avopart,avodart,d04788
avostalin inj,atorvastatin injection,d05214
avpro,avelox,d04500
ax,unknown,NO_DRUG_ID
ax study,unknown,NO_DRUG_ID
ax study product,unknown,NO_DRUG_ID
axandia,avandia,d04434
axenolol,atenolol,d00004
axert,axert,d04757
axid,axid,d00322
aygestin,aygestin,d00555
aygrenox,aggrenox,d04497
ayopt,azopt,d04301
azapt,azilect,d05612
azathiopine,azathioprine,d00024
azathioprine,azathioprine,d00024
azathoprine,azathioprine,d00024
azelaic (cream 20 pct),azelaic acid,d03848
azelastine,unknown,d04068
azetaroncycin,azithromycin,d00091
azilect,azilect,d05612
azilect .5,azilect,d05612
azilect 0.5,azilect,d05612
azithromycin,azithromycin,d00091
azma-cort,azmacort,d00620
azmaart,azmacore,d00620
azmacort,azmacort,d00620
azmacort (puffs),azmacort,d00620
azmacort 3-4 inhalations,azmacort,d00620
azmacotic inhaler,azmacort inhaler,d00620
azmacourt,azmacort,d00620
azocort,azacort,NO_DRUG_ID
azopt,azopt,d04301
azopt .01,azopt,d04301
azopt (eye drop),azopt,d04301
azopt 0.01,azopt,d04301
azopt 1  eye drops,azopt,d04301
azopt 1 percent,unknown,NO_DRUG_ID
azopt 1%,azopt,d04301
azopt drops,azopt,d04301
azopt eye drop,azopt,d04301
azopt eye drops,azopt,d04301
azopt gtts os,azopt,d04301
azopt sus 0.01,azopt,d04301
azor,azor,d06905
azothiaprine,azathioprine,d00024
aztreonam,aztreonam,d00067
azulfidine,azulfidine,d00379
b 12,vitamin b12,d00413
b 12 injections,cyanocobalamin,d00413
b and 0 suppositories,belladonna and opium suppositories,d03436
b blocker,beta blocker,NO_DRUG_ID
b complex,b complex,d03140
b-12,b-12,d00413
b-12 injection,cyanocobalamin injection,d00413
b-12 injections,cyanocobalamin,d00413
b-12 shot,cyanocobalamin,d00413
b-12 shots,cyanocobalamin,d00413
b-12 sq,vitamin b12 injection,d00413
b/12 shot,cyanocobalamin,d00413
b/p med,blood pressure medication,NO_DRUG_ID
b/p pill,blood pressure medication,NO_DRUG_ID
b/p pill (unknown),blood pressure medication,NO_DRUG_ID
b12,vitamin b12,d00413
b12  im,cyanocobalamin,d00413
b12 (im),cyanocobalamin,d00413
b12 im,cyanocobalamin,d00413
b12 inj,cyanocobalamin injection,d00413
b12 injectible,cyanocobalamin injection,d00413
b12 injection,cyanocobalamin injection,d00413
b12 injections,cyanocobalamin,d00413
b12 shot,cyanocobalamin injection,d00413
b12 spray,vitamin b12 spray,d00413
b12 sq,cyanocobalamin,d00413
ba;ta,beta blocker,NO_DRUG_ID
baby asa,aspirin,d00170
baby aspirin,aspirin,d00170
baby asprin,baby aspirin,d00170
babyaspirin,aspirin,d00170
bacitracin,bacitracin,d01115
bacl0fen,baclofen,d00967
baclifen,baclofen,d00967
baclofan,unknown,d00967
baclofen,baclofen,d00967
baclofin,baclofen,d00967
baclophen,baclofen,d00967
bacoflin,baclofen,d00967
bacorim,bactrim,d00124
bacterio,bactrim,d00124
bactrim,bactrim,d00124
bactrim (eye oinment),bactrim,d00124
bactrim ds eqv,bactrim ds,d00124
bactrin,bactrim,d00124
bactrin ds,bactrim ds,d00124
bactroban,bactroban,d01267
bactroban (cream),bactroban,d01267
balcofen,baclofen,d00967
bametanide,bumetanide,d00179
banebda,unknown,NO_DRUG_ID
banitidine,ranitidine,d00021
baniva,banzel,d07069
baromadene,bromocriptine,d00178
basix,basaglar,NO_DRUG_ID
bay,unknown,NO_DRUG_ID
bayer,aspirin,d00170
bayer asa,aspirin,d00170
bayer aspirin,bayer aspirin,d00170
bcp,birth control pills,r10007
beclomethasone,beclomethasone,d00760
beclomethasone nasal inhal.,beclomethasone nasal spray,d04275
beclomethazone,beclomethasone,d00760
beclovent,beclovent,d00760
beconase,beconase,d04275
beconase aq,beconase aq,d04275
beconase aq .042,beconase aq,d04275
beconase-aq,beconase aq,d04275
beinonyl,benzoyl,NO_DRUG_ID
belapice,belatacept,d07787
belimolo,belimumab,d07756
belladonna,belladonna,d00988
bellaspas,bellaspas,d03495
benacar,benicar,d04801
benacor,benazepril,d00730
benadryal,benadryl,d00212
benadryl,benadryl,d00212
benalapril,benazepril,d00730
benapril,benazepril,d00730
benayerpril,benazepril,d00730
benazapail,benazepril,d00730
benazapril,benazepril,d00730
benazapril/hctz,benazepril/hydrochlorothiazide,d03265
benazedril,benazepril,d00730
benazep-hctz,benazepril-hydrochlorothiazide,d03265
benazeph hcl,benazepril hcl,NO_DRUG_ID
benazepric,benazepril,d00730
benazepril,benazepril,d00730
benazepril hci,benazepril hydrochloride,d00730
benazepril hcl,benazepril hcl,d00730
benazepril hctz,benazepril hydrochlorothiazide,d03265
benazepril hydrochloride,benazepril hydrochloride,d00730
benazeprol,benazepril,d00730
benazipril,benazepril,d00730
benazopril,benazepril,d00730
benazpril,benazepril,d00730
benazynil,benazepril,d00730
benazypril,benazepril,d00730
bencar,bencar,d04801
bencar hcl,benazepril hcl,NO_DRUG_ID
benczymil,benztropine,d00175
benczypril,benazepril,d00730
benecar,benicar,d04801
benecar 40/125,benicar hct 40/25,NO_DRUG_ID
benedryl,benadryl,d00212
benefiber,benefiber,d06392
benezapril,benazepril,d00730
benezepril,benazepril,d00730
benezepril / hctz,benazepril/hydrochlorothiazide,d03265
benezypril,benazepril,d00730
benica,benical,NO_DRUG_ID
benical,benicarlo,d04801
benican,benicar,d04801
benicar,benicar,d04801
benicar 20/12.5,unknown,d04801
benicar hcl,benicar hct,d04878
benicar hcl 20/12.5,benicar hct,d04878
benicar hct,benicar hct,d04878
benicar hct 20/12.5,benicar hct,d04878
benicar hct 40,benicar hct,d04878
benicar hct 40/12.5,benicar hct,d04878
benicar hct(20/12.5mg),benicar hct,d04878
benicar hct40,benicar hct,d04878
benicar(40/25mg),benicar,d04801
benicar/hct,unknown,d04878
benicar/hct 20/12.5,unknown,NO_DRUG_ID
benicar/olmesartan,benicar,d04801
benicor,benicar,d04801
benicor hct,benicar hct,d04878
benicra,benicar,d04801
bennicar,benicar,d04801
benotropin,benztropine,d00175
bentyl,bentyl,d00999
bentyol,benadryl,d00212
benzanzopril,benazepril,d00730
benzapril,benazepril,d00730
benzatropine,benztropine,d00175
benzepril,benazepril,d00730
benzodiazepine,unknown,NO_DRUG_ID
benzonatate,benzonatate,d00796
benzonate,benzonatate,d00796
benzopril,benazepril,d00730
benztropine,benztropine,d00175
benztropine mes,benztropine mesylate,d00175
benztropine mesylate,benztropine mesylate,d00175
beptopic,betoptic,d04038
beptopic eye drops,unknown,d04038
bernarr,benadryl,d00212
beromondime,bromocriptine,d00178
beromondine,bromocriptine,d00178
berztgue,unknown,r10029
beta blocker,beta blocker,NO_DRUG_ID
beta pace,betapace,d00371
beta paste,betamethasone paste,NO_DRUG_ID
beta sitosterol,beta-sitosterol,NO_DRUG_ID
beta-blocker,beta-blocker,NO_DRUG_ID
beta[acom,betacom,NO_DRUG_ID
betagan,betagan,d01187
betagan liquifilm,betagan liquifilm,NO_DRUG_ID
betagen,betagen,d00346
betagen eye drops,betagan eye drops,NO_DRUG_ID
betagon,betagan,d01187
betaine,betaine,d04875
betalol,atenolol,d00004
betameth/clotrimazol,betamethasone/clotrimazole,d03561
betamethasone,betamethasone,d00628
betamethasone (0.05 pct),betamethasone,d00628
betamethasone cream,betamethasone cream,d03197
betamethasone dipropionate,unknown,d03197
betamethasone topical,unknown,d03197
betamethasone velerate,betamethasone valerate,d03197
betapace,betapace,d00371
betaxolal,betaxolol,d00176
betaxolol,betaxolol,d00176
betaxolol 0.5%,betaxolol,d00176
betaxolol 1 gtt,betaxolol,d00176
betaxolol hcl 0.25%,betaxolol hydrochloride,d00176
betaxolol hcl eye drops,betaxolol hydrochloride ophthalmic solution,d04038
bethamethosone 0.5 percent,unknown,NO_DRUG_ID
bethamethosone 0.5%,betamethasone 0.5%,NO_DRUG_ID
bethanachol,bethanechol,d01427
bethanechol chloride,bethanechol chloride,d01427
betimal,betimol,d04037
betimol,betimol,d04037
betimol eye drop,betimol,d04037
betimol eye drops,betimol,d04037
betimol opthalmic,betimol ophthalmic,d04037
betimol qtts,betimol,d04037
betogen gtts ou,betagan,d01187
betophcs,betoptic s,d04038
betopic,betoptic,d04038
betopic opthalmic drops,betoptic ophthalmic drops,NO_DRUG_ID
betoptic,betoptic,d04038
betoptic 0.25 percent,unknown,NO_DRUG_ID
betoptic 0.25%,betoptic,d04038
betoptic 50 eye drops,betoptic s,d04038
betoptic drops,betoptic,d04038
betoptic eye,betoptic,d04038
betoptic eye drops,betoptic,d04038
betoptic ou,betoptic,d04038
betoptic s,betoptic s,d04038
betoptic s ou,betoptic s,d04038
betoptic s sus .0025,betoptic s,d04038
betoptic-s,betoptic-s,d04038
betoptics,betoptic,d04038
betoptics drops,betoptic,d04038
beuadrye,benadryl,d00212
bexium,bexium,NO_DRUG_ID
bextra,bextra,d04778
bezanzopril,benazepril,d00730
bi-est,bi-est,r10025
bi-est (cream),bi-est,NO_DRUG_ID
bi-est progesterone,bi-est progesterone,NO_DRUG_ID
bi-estren,bi-estrin,NO_DRUG_ID
bi-estrogen cream,bi-est cream,NO_DRUG_ID
bi-estrogen drops,bi-est,NO_DRUG_ID
biata,bimatoprost,d04754
biatrin,baclofen,d00967
biaxin,biaxin,d00097
biaxin xl,biaxin xl,d00097
bicalutamide,bicalutamide,d03850
bicalutimide,bicalutamide,d03850
bicitra,bicitra,d03952
bidil,bidil,d05540
biest,biest,r10025
biest (estrogen supplement),unknown,r10025
biest cream,biest cream,NO_DRUG_ID
biestrogen,unknown,r10025
bimatopost,bimatoprost,d04754
bimatoprost,bimatoprost,d04754
bimatoprost 0.03%,bimatoprost,d04754
bimatoprost 3,bimatoprost,d04754
bimatoprost ophthalmic,unknown,d04754
bimotoprost 0.03%,bimatoprost 0.03%,NO_DRUG_ID
bio-lipotrol,unknown,NO_DRUG_ID
bioperine,bioperine,NO_DRUG_ID
