raw_drug,drug_id
micro - k,d00345
micro k,d00345
micro-k,d00345
microdantin,d00112
microk,d00345
micronase,d00248
microzide,d00253
microzide cap,d00253
microzide hctz,d00253
midamor,d00169
midcardis,d04364
midocrine hcl,d04047
midodnine,d04047
midodrin,d04047
midodrine,d04047
midodrine hcl,d04047
midorine-hcl,d04047
midren,d03459
midrin,d03459
midrodine,d04047
midrodrine,d04047
miero k,d00345
mifedipine,d00051
migranal,d00211
migrazone,d03459
migrin-s,d03459
milk of mag.,d00982
milk of magnesia,d00982
milodrine,d04047
minerin cam,d03770
minipress,d00138
minitran,d00321
minitran patch,d00321
minocin,d00110
minocycline,d00110
minocycline hcl,xxxxxx
minocyeline,d00110
minocyline,d00110
minoxidil,d00135
"minoxidil, topical",d00144
mintazapine,d04025
mintran,d00321
miocalcin,d00598
miocolain,xxxxxx
miralax,d05350
miralax powder,d05350
mirapax,d04145
mirape,d04145
mirapex,d04145
mirapex  1 2 -1 tablet,d04145
mirapex 0.25,d04145
mirapex 0.25-discontinued,d04145
mirapex 0.5,d04145
mirapex 1.5,d04145
mirapx,d04145
mirazipine,d04025
mircette,d03782
mirlax,d05350
mirlazapine,d04025
mirolax,d05350
mirtaza,d04025
mirtazapane,d04025
mirtazapin,d04025
mirtazapine,d04025
mirtazapine / remeron,d04025
mirtazapone,d04025
mirtazepine,d04025
mirtazipine,d04025
mirtazopine,d04025
mirtazppine,d04025
mirthzapine,d04025
misolin,d00352
misoprostal,d00303
misoprostol,d00303
misorostol,d00303
mistazapine,d04025
mitaprolol,d00134
mitformin,d03807
mitipranolol,d00297
mitoprolol,d00134
mitrazapine,d04025
mitriplin,d00146
mittazapine,d04025
mitwglycerin spray,d00321
mivstfod,xxxxxx
moban,d00896
mobec,d04532
mobic,d04532
mobic 7.5,d04532
mobic ra,d04532
mobin,d04532
modafanil,d04378
modafi,d04378
modafinil,d04378
modefinil,d04378
modic,d04532
moduretic,d03193
moexipril,d03835
moisturizing cream,d03770
moisturizing cream oint,d03770
moloft,d00880
mom,d00982
momatasone furoate,d04223
mometasone,d05262
mometasone cream,d01300
mometasone furoate,d04223
mometasone furote,d04223
mometasone inhalation,xxxxxx
monipril,d00242
monoject,d04369
monoket,d00269
mononitrate,d00269
monopril,d00242
monoprol,d00242
montelukast,d04289
montelukast na,d04289
moric,d04532
mormine sulfate,d00308
morphin sulfate,d00308
morphine,d00308
morphine 0.25 to 1 ml,d00308
morphine concentrate,d00308
morphine er,d00308
morphine liquid,d00308
morphine so4,d00308
morphine sulfate,d00308
morphine sulfate oral solution,d00308
morvasc,d00689
morvase,d00689
motilium,r10004
motillium,r10004
motoprolol,d00134
motrin,d00015
motrin pr,d00015
movic,d04532
movolin,d04369
moxifloxacin,d04500
mrtroprolol er,d00134
ms contin,d00308
ms contra,d00308
msinopril,d00732
msm,xxxxxx
mso4,d00468
mucalcin,d00598
mucines,d00797
mucinex,d00797
muco -fen dm,d03400
mucofen dm,d03400
mucomyst,d00762
multi,d03140
multi vitamin,d03140
multivit,d03140
multivitamin,d03140
multivitamin with iron,d03141
multivitamin with minerals,d03145
multivitamins,d03140
mupirocin,d01267
mupirocin (oint.) (2 pct),d01267
mural 128 eyedrops,d03898
muro 128,d03898
muro ointment,d03898
muro ophthalmic,d03898
muro-sodium chloride,d03898
musinex,d00797
mutazapine,d04025
mutformin mcl,d03807
mutlivitamin,d03140
mutopriolel,d00134
mvco - fen dm,d03400
mvi,d03140
mycalcium,d00598
mycardis,d04364
mycasdis,d04364
mycerdis,d04364
mycitracin,d04430
mycobutin,d01097
mycordis,d04364
mydfrin (eyedrop),d04135
mydriacyl (eyedrop),d01200
mylanta,d03478
myocardis,d04364
myocardis hct,d04737
myocide,d01274
mysoline,d00352
mysoluie,d00352
mytussin,d00797
mytussin ac,d03393
n/apap,d00360
nabmetone,d00310
nabumatome,d00310
nabumentone,d00310
nabumetome,d00310
nabumeton,d00310
nabumetona,d00310
nabumetone,d00310
nabumetone tab,d00310
nabumetone(teva),d00310
nabumotone,d00310
nabuton,d00310
nad ola,d00018
nadalol,d00018
nadelol,d00018
nadolo,d00018
nadolol,d00018
nadolot,d00018
naftin ointment,d01277
nagumatone,d00310
naispan,d00314
nalgesic,d00839
naltrecone,d01406
naltrexone,d01406
naltrexone (ldn),d01406
namanda,d04899
nameda,d04899
namenada,d04899
namend,d04899
namenda,d04899
namenda (memantine),d04899
namenda 1 2008,d04899
namenda3,d04899
namende,d04899
namendx,d04899
namenoa,d04899
namneda,d04899
namonda,d04899
namonoa,d04899
namrenda,d04899
namrnda,d04899
namunda,d04899
namwnda,d04899
napaxen,d00019
naphazoline,d04147
naprelan,d00019
napronex,d00019
naprosen,d00019
naprosyn,d00019
naprosyn (rx),d00019
naproxan,d00019
naproxen,d00019
naproxen ec,d00019
naproxen sodium,d00019
naproxin,d00019
naproxpren,d00019
naproxyn,d00019
naprozen,d00019
narcoff,d03396
nardil,d00883
narmenda,d04899
nas0nex,xxxxxx
nasacort,d04233
nasacort (nasal spray),d04233
nasacort ag,d04233
nasacort aq,d04233
nasacort aq spray,d04233
nasacort d/c 2007,xxxxxx
nasacort nasal spray,d04233
nasacort qq,xxxxxx
nasacort spray,d04233
nasacourt,d04233
nasal oxygen/2liters/min.,d06860
nasal saline,d04242
nasal saline sol,d04242
nasal spray,d04186
nasal spray chronic cough,d04186
nasalcrom,d04394
nasalide,d04279
nasaral,d04279
nasarel,d04279
nasarel (0.025 pct),d04279
nasarel (nasal spray),d04279
nasarel nasal spray,d04279
nasarel nasal spray (0.025pct),d04279
nasarel spray (0.025 pct),d04279
nascobal (nasal spray,d00413
naso cort aq spray,xxxxxx
nasocort,d04233
nasocort inhaler,d04233
nasocort spray,d04233
nasonel spray,d04223
nasonex,d04223
nasonex inhaler,d04223
nasonex nasal spray,d04223
nasonex nasel spray,d04223
nasonex spray,d04223
nasoniex,d04223
natrilix,d00260
nature thyroid,d00655
nature-throid,d00655
navilbene,r10031
naxium,d04749
naxonex spray,d04223
naxopren,d00019
nebalizer,xxxxxx
"nebulizer (albuterol, ipratrop",d04066
nefazodone,d03808
nefedipine,d00051
nemanda,d04899
nemenda,d04899
nenrontin,xxxxxx
neo-synephrine,d00704
neoclarityn,d04785
neomycin,d00312
neoral,d00079
neostigmine,d00313
nephro caps cyp 162,d03140
nephrocaps,d03140
nephrovite,d03140
nepium,d04749
neproxen,d00019
nerapamil,d00048
nerontin,d03182
nerontn,d03182
nerurontin,d03182
netformin,d03807
nethrocaps,d03140
neupogen,d00512
neupro,d05848
neupro 6mg 24 patch,d05848
neurantin,d03182
neuratin,d03182
neurinfin,d03182
neuro optimizer,s10094
neurontin,d03182
neurontin/gabapentin,d03182
neurontn,d03182
neuronton,d03182
neurontrin,d03182
neurothin,d03182
neurotin,d03182
neuroton,d03182
neurotonin,d03182
neurtontin,d03182
neuvontin,d03182
nevanac,d05633
nevance,d05633
nevannac,d05633
nevrontin,d03182
newrontin,d03182
nexavar,d05691
nexium,d04749
nexium cap,d04749
nexiun,d04749
nexuim,d04749
nexuin,d04749
nexum,d04749
nexuum,d04749
nexuw,d04749
nexxium,d04749
niacardis/hctz,d04737
niacin,d00314
niacin sl,d00314
niapsan,d00314
niasnan,d00314
niaspain,d00314
niaspan,d00314
niaspan cr,d00314
niaspan er,d00314
niaspan sa,d00314
niaspan-er,d00314
niaspun,d00314
nicardipine,d00315
nician,d00314
nicotine patch,d00316
nifed,d00051
nifedepine,d00051
nifediac,d00051
nifediac cc,d00051
nifedial,d00051
nifedical,d00051
nifedical xl,d00051
nifedican,d00051
nifedifine,d00051
nifedifine xr,d00051
nifediipine er,d00051
nifedine,d00051
nifediopine,d00051
nifedipene,d00051
nifedipi ne xl,d00051
nifedipical,d00051
nifedipin,d00051
nifedipin xl,d00051
nifedipine,d00051
nifedipine  xl,d00051
nifedipine cr,d00051
nifedipine e-r-ter,d00051
nifedipine er,d00051
nifedipine er (mylan),d00051
nifedipine la,d00051
nifedipine sa,d00051
nifedipine xl,d00051
nifedipine-er,d00051
nifedipine-xl,d00051
nifedipinefr,d00051
nifedipinexl,d00051
nifediprin,d00051
nifediprine,d00051
nifedypine xl,d00051
niferex,d03145
nifidepine,d00051
nifidipine er,d00051
nilandron,d03831
nilutamide,d03831
nimodepine,xxxxxx
nimodipine,d00318
nirtazepine,d04025
niscontin,d00308
nisokipine,d03825
nisoldipine,d03825
nitediac cc,d00051
nitedpinie,d00051
nitiroglycerin,d00321
nitor quick,d00321
nitrek,d00321
nitro,d00321
nitro dur patch,d00321
nitro glycerine,d00321
nitro patch,d00321
nitro quick,d00321
nitro sr,d00321
nitro stat,d00321
nitro tab,d00321
nitro tabs,d00321
nitro-bid,d00321
nitro-dur,d00321
nitro-dur patch,d00321
nitro-quick,d00321
nitro-quick 0.04,d00321
nitrodur,d00321
nitrodur patch,d00321
nitrofuantoin,d00112
nitrofunantoin,d00112
nitrofur,d00112
nitrofur macro,d00112
nitrofurantion,d00112
nitrofurantoin,d00112
nitrofurantoin mono,d00112
nitrofurau monomac,d00112
nitroglcerin,d00321
nitroglycarin,d00321
nitroglycerin,d00321
nitroglycerin patch,d00321
nitroglycerin sl,d00321
nitroglycerin spray,d00321
nitroglycerin sr,d00321
nitroglycerin tabs,d00321
nitroglycerin time release,d00321
nitroglycerin transdermal syst,d00321
nitroglycerine,d00321
nitroglycerine 0.4,d00321
nitroglycerine patch,d00321
nitroglycerine spray,d00321
nitroglyerin,d00321
nitrogylcerin,d00321
nitrolingual,d00321
nitrolingual pump spray,d00321
nitrolingual spray,d00321
nitropatch,d00321
nitropatch 004,d00321
nitroquick,d00321
nitroquick 0.4,d00321
nitroquick sl,d00321
nitroquick tabs,d00321
nitroslat,d00321
nitrostat,d00321
nitrostats,d00321
nitrotab,d00321
nitrotabs,d00321
nitrquik,d00321
nizatidine,d00322
nizatidine caps,d00322
nizoral,d00103
nizoral 2 percent,xxxxxx
nizoral shampoo,d03202
nizoral shampoo 1%,d03202
nizoral topical,d03202
nolvadex,d00381
nonasc,d00689
nor-qd,d00555
norbasc,d00689
norcasc,d00689
norco,d03428
norcol,d03428
norethindrone,d00555
norflax,d00966
norflex,d00966
noririptyline,d00144
noritate cream,d03208
normodyne,d00016
norpace,d00214
norpace cr,d00214
norpramin,d00145
norrasc,d00689
norrvasc,d00689
nortrel,d03238
nortripaline,d03203
nortripiline,d00144
nortriplyline,d00144
nortriptaline,d00144
nortriptilline,d00144
nortriptline ace,d00144
nortriptlline,d00144
nortriptylin,d00144
nortriptyline,d00144
nortriptyline 25mg,d00144
nortriptyline hci,d00144
nortriptyline hcl,d00144
nortriptyline hydrochloride,d00144
nortriptyline mcl,d00144
nortriptylline,d00144
nortripyline,d00144
nortrypline,d00144
nortryptaline,d00144
nortryptlyne,d00144
nortryptyiline,d00144
nortryptyline,d00144
nortrytiline,d00144
nortuptyline,d00144
nortyptalin,d00144
noruasc,d00689
norvac,d00689
norvage,d00689
norvas,d00689
norvas c,d00689
norvasac,d00689
norvasc,d00689
norvasc/amlodipine,d00689
norvasc`,d00689
norvasce,d00689
norvase,d00689
norvasx,d00689
norvawsc,d00689
norvax,d00689
nosonex,d04223
notriptyline hydrochloride,xxxxxx
noubumetone,d00310
novalin 70/30,d04374
novalin insulin,d04374
novalin r sliding scale,d04369
novalog,d04697
novalog insulin,d04538
novalog insulin sliding scale,d04538
novasc,d00689
novo quinine,d00366
novoatenol,d00004
novolin,d04374
novolin (reg. insulin),d04369
novolin 70 30,d04374
novolin 70/30,d04374
novolin insulin,d04369
novolin n,d04370
novolin n insulin,d04370
novolin nph,d04374
novolin r,d04369
novolin rnn,d04369
novolog,d04697
novolog 70/30,d04839
novolog insulin,d04697
novolog insulin pump,d04697
novolog mix,d04697
novolog mix 70/30 penfill,d04839
novolos,d04697
novvasc,d00689
nph insulin,xxxxxx
ntg,d00321
nuler,d00985
nulev,d00985
nulev 0.125,d00985
nunontin,d03182
nydroyurfa,d01373
nystatin,d01233
nystatin cream,d04399
nystatin powder,d04399
nytol,d00212
o2,d06860
o2 2 liters/n/c continuous,d06860
o2 2-3 l/n/c,d06860
o2 3 liters/n/c,d06860
o2 3-4/n/c 24 hrs daily,d06860
o2 4 liters/n/c,d06860
o2 at 2 liters/n/c,d06860
o2 at 3-4 liters/n/c,d06860
occuvite,d03145
occuvite9999.,d03145
ocean nasal spray,d04242
ocean spray,d04242
octreotide injec.,d00370
ocupress,d04039
ocupress eye drops,d04039
ocupress eyedrops,d04039
ocupress opht,d04039
ocuvit,d03145
ocuvite,d03145
ocuvite lutein,d03145
ocuvite luten,d03145
ocuvite preservision,d03145
ocuvite tabets,d03145
ocuvite w/lutein,xxxxxx
ofloxacin,d00114
ogen,d00543
olanzapine,d04050
olanzepine,d04050
olanzpine,d04050
olmesartan,d04801
olmesartan/benicar,d04801
olopatadine hydrochloride,d07132
olopatadine ophthalmic,d04117
omacar,d00497
omacon,d00497
omacor,d00497
omacor (fish oil),d00497
omacor cap,d00497
omaprazole,d00325
omasar,d00497
omega 3,d00497
omega-3,d00497
omega-3 polyunsaturated fatty,d00497
omega3,d00497
omemazole,d00325
omeoprozal,d00325
omepazale,d00325
omepazole,d00325
omepnazole,d00325
omepraxole,d00325
omeprazale,d00325
omeprazalole,d00325
omeprazaole,d00325
omeprazde,d00325
omepraziole,d00325
omeprazode,d00325
omeprazok,d00325
omeprazol,d00325
omeprazole,d00325
omeprazole 20g,d00325
omeprazole cap.,d00325
omeprazole dr,d00325
omeprazole prilosec,d00325
omeprazole sa,d00325
omeprazole(prilosec),d00325
omeprazolem,d00325
omeprazoloe,d00325
omeprezole,d00325
omeprizole,d00325
omeprozale,d00325
omeprozol,d00325
omeprozole,d00325
omeprzole,d00325
omerazole,d00325
omerpazole,d00325
omerpramzole,d00325
omerprarola,d00325
omerprazide,d00325
omerprazole,d00325
omezaprole,d00325
omioprozole,d00325
omiprazole,d00325
ommoprazole,d00325
omnepazole,d00325
omneprazol,d00325
omnicef,d04256
omniprazol,d00325
omnipred,d03221
omoprazoie,d00325
omoprazole,d00325
omperagole,d00325
omperalole,d00325
omperazole,d00325
omperisole,d00325
omperizole,d00325
omprazole,d00325
omynozole,d00325
omyprazole,d00325
onderal,d00032
oneprazale,d00325
oneprazole,d00325
opanaer,d00833
opmeprazole,d00325
opremazole,d00325
opticrom eye drops,d00765
optipranolol,d00297
optipranolol gtts,d00297
optiva,d03768
optivar,d04541
optivar eye drops,d04541
optive,d03768
oracea,d00037
orencia,d05694
oretic,d00253
orltrohycytine,xxxxxx
orphenadrine,d00966
orreprazole,d00325
ortho   est,d00543
ortho evera patch,d00555
oruenprarole,d00325
os-cal,d00425
os-cal 500,d00425
os-cal 500 + d,d03137
os-cal with d,d03137
oscal,d00425
ost cal d,d03137
osteo bi flex,d04420
osteo bi-flex plus msm,d05703
ova; hypoglycemic,xxxxxx
ovapro,d04222
oxacillin,d00115
oxapraxin,d00853
oxaprosin,d00853
oxaprozin,d00853
oxazepam,d00040
oxbutyn,d00328
oxbutynin,d00328
oxbutyrin,d00328
oxistat cream,d03190
oxsoralem ultra,d01434
oxsoralen,d04209
oxy butynain,d00328
oxybatyrin,d00328
oxybntynim,d00328
oxybuipine,d00328
oxybutanin,d00328
oxybutimin,d00328
oxybutin,d00328
oxybutin chl.,d00328
oxybutin xl,d00328
oxybutinan,d00328
oxybutinin,d00328
oxybutinin chloride,d00328
oxybutnin,d00328
oxybutrin,d00328
oxybutryin,d00328
oxybutum,d00328
oxybuturin,d00328
oxybutyin,d00328
oxybutyn,d00328
oxybutynin,d00328
oxybutynin (ditropan),xxxxxx
oxybutynin chl,d00328
oxybutynin chloride,d00328
oxybutynin cl,d00328
oxybutynin cl er,d00328
oxybutynin sa,d00328
oxybutynine,d00328
oxybutynir,d00328
oxybutynon,d00328
oxybutyonin,d00328
oxybutypin,d00328
oxybutyrin,d00328
oxybutyuind,d00328
oxycentin,d00329
oxycodeine,d00329
oxycoden,d00329
oxycodine,d00329
oxycodone,d00329
oxycodone 7pm,d00329
oxycodone cr,d00329
oxycodone er,d00329
oxycodone hcl,d00329
oxycodone hydrochloride,d00329
oxycodone/apap,d03431
oxycontin,d00329
oxycontin cr,d00329
oxycotin,d00329
oxygen,d06860
oxygen at 2 liters/n/c,d06860
oxygen at night,d06860
oxyloutyrin chl,d00328
oxymetazoline,d00772
oxymethazoline hydrochloride,d00772
oxymethzoline hcl,d00772
oxytrol,d00328
oxytrol (patch),d00328
oxytrol patch,d00328
oysco 500,d00425
oyst cal,d00425
oyst-cal,d00425
oyster calcium,d00425
oyster shell calcium,d00425
oyster shell d,d03137
oyster-d,d03137
oyycodone,d00329
p,xxxxxx
pacerone,d00002
pamelar,d00144
pamelor,d00144
pamidrahate,d00601
pamidranate,d00601
pamine,d00989
pamine forte,d00989
panafil spray,d06891
pancrease,d01002
pancrease ec,d01002
pancrease ec caps,d01002
pancrease mt 4,d01002
pancreasic,d01002
pancrelipase,d01002
panetol eye drops,xxxxxx
pangestine,d01002
pangestyme cn20 ec,d01002
panlor ss,d04269
panokase,d01002
panoxetine,d03157
pantidine,d00021
pantoprazole,d04514
pantoprozole,d04514
papaverine,d00695
papaverine inj.,d00695
parafon forte,d00962
paraxetine hcl,d03157
parcopa,d03473
parcopa 25/250,d03473
parcope,d03473
paregoric,d00824
parexetine,d03157
parlodel,d00178
parnate,d00884
parnate 40,d00884
parokeine,d03157
paroseine,d03157
paroxatine,d03157
paroxele,d03157
paroxeline,d03157
paroxerine,d03157
paroxetene,d03157
paroxetine,d03157
paroxetine (paxil),d03157
paroxetine 30,d03157
paroxetine hci,d03157
paroxetine hcl,d03157
paroxetine hydrochloride,d03157
paroxetine mcl,d03157
paroxitine,d03157
paroxtine,xxxxxx
paroyetine hcl,d03157
parozetine,d03157
parpxetome,d03157
parsitan,r10015
paruxetine,d03157
pataday eye drops,d04117
patanol,d04117
patanol eye drops,d04117
patanol opth solon,xxxxxx
patanol optsol,d04117
patanol sol.,d04117
patanolol,d04117
patanolol 1 percent,d04117
patavol,d04117
patil,d03157
patinol eye drops,d04117
patoxifylline,d00336
paxil,d03157
paxil cr,d03157
paxil- cr,d03157
paxil-cr,d03157
pempro,d03819
penicillan,d00116
penicillin,d00116
penlac,d01272
penloxiyelin,d00336
pentasa,d01031
pentassa,d01031
pentaxifyllin,d00336
pentazocine,d00334
pentoxifiline,d00336
pentoxifyline,d00336
pentoxifyllin,d00336
pentoxifylline,d00336
pentoxil,d00336
pentoxiofyline,d00336
pentoxiphline,d00336
pentoxitylline,d00336
pentoxyphylline,d00336
pepcid,d00141
pepcid (famotidine),xxxxxx
pepcid 2,d00141
pepcid ac,d00141
pepcid complete,d04723
pepcil,d00141
pepherazine,d00855
pepsid,d03085
percocel,xxxxxx
percocet,d03431
percoet,d03431
percoset,d03431
percoset 5/325,d03431
perdiem,d03613
pereznan,d03498
pergolide,d00977
pergolide 0.5,d00977
peri-colace,d03496
periactin,d00790
peridex,d01231
peridex (4 pct),d01231
periostat,d00037
permarin,d00541
permax,d00977
peroxicam,d00343
perphen amitriptylin,d00146
perphen/amt,d03463
perphenazine,d00855
persantin/dipyridamole,d00213
persantine,d00213
persnatine,d00213
pestosia,d04836
petrol la,d03641
pexeva,d03157
phazyme,d01027
pheadimetrazine,d00809
phenazopyridine hydrochloride,d00337
phenegran,d00787
phenergan,d00787
phenobarb,d00340
phenobarbital,d00340
phenobarbitol,d00340
phenolbaribtal,xxxxxx
phentarol,xxxxxx
phenylephrine,d00704
phenytoin,d00143
phenytoin (dilantin)  100mg ca,d00143
phenytorin er,d00143
phisomax,d01332
phosamax,d00427
phoslo,d03689
phosphatidylserine,s10276
phosphoglyceride,r10037
phospholine iodide,d01195
phytoestrogen,s10088
piaglitazone,d04442
pilocapine,d04031
pilocarpene,d04031
pilocarpine,d04031
pilocarpine hcl 2qtts l eye,d04031
pilocarpine hydrochloride,d04031
pilocarpine hydrochlorole,d04031
pilocarpine opth,d01191
"pilocarpine, ophthalmic",d01191
pilocarpine| ophthalmic,d01191
pilostat,d01191
pindolol,d00137
pioglitazone,d04442
piracetam,s10021
piroxicain,d00343
piroxicam,d00343
piroxican,d00343
piroxioam,d00343
piruxican,d00343
pirxicam,d00343
plaqenil,d00817
plaquanil,d00817
plaquemil,d00817
plaquenil,d00817
plaquenil sulfate,d00817
plaquervil,d00817
plaqunil,d00817
plaux,d04258
plav14,d04258
plavia,d04258
plavic,d04258
plavik,d04258
plavis,d04258
plavix,d04258
plavix 75,d04258
plavixx,d04258
plavux,d04258
plaxil,d03157
plaxiz,d04258
pleatal,d04382
plendel,d00231
plendil,d00231
plendil cr,d00231
plendil er,d00231
pletal,d04382
pletol,d04382
plixonone,xxxxxx
pluma (inhaler asthma),xxxxxx
plumacort,d04276
pneumocort,r10032
polaramine,d00784
policasanol,s10140
polyethelene,d05350
polyethylene glycol,d05350
polyethylene glycol 3350,d05350
polymyxin b sulfate,d00344
polytrim,d03529
poroxem,d03157
posamax,d03849
pot chlor,d00345
pot chloride,d00345
pot. chloride,d00345
potasium,d00345
potasium chloride,xxxxxx
potassim kcl,d00345
potassium,d00345
potassium 20 meq,d00345
potassium bicarbonate,d03600
potassium c,d01423
potassium ch;oride,d00345
potassium chl,d00345
potassium chl xr,d00345
potassium chlocide,d00345
potassium chlonde,d00345
potassium chlorde,d00345
potassium chloride,d00345
potassium chloride (meq),d00345
potassium chloride 10 meq,xxxxxx
potassium chloride 20 meq,d00345
potassium chloride sr,d00345
potassium chloride-potassium g,d00345
potassium chotide,d00345
potassium ci,d01423
potassium citrate,d01423
potassium cl,d00345
potassium cl  10 meq,d00345
potassium cl  8 meq.,d00345
potassium cl meg.capsule,d00345
potassium cloride xr,d00345
potassium gluconate,d03789
potassium glumonate,d03789
potassium klor-com,d00345
poxl,d00189
pracachol,xxxxxx
pramipexole,d04145
pramipexole (mirapex),d04145
pramonsone,d03546
pramosone ointment,d03546
prandan,d04267
prandin,d04267
prandium,d04267
prandon,d04267
prasochol,d00348
prasozin,d00138
prauachol,d00348
pravachal,d00348
pravachel,d00348
pravachol,d00348
pravachot,d00348
pravacid,d03828
pravacliol,d00348
pravacol,d00348
pravadol,d00348
pravastain,d00348
pravastatin,d00348
pravastatin sodium,d00348
pravastation,d00348
pravastin,d00348
pravestatin,d00348
pravocal,d00348
pravochol,d00348
pravocholol,d00348
pravostatin,d00348
prazocin,d00138
prazosin,d00138
prazosin hci,d00138
prazosin hcl,d00138
prearin,d00541
precos,d03846
precose,d03846
pred forte,d03221
predasine,d00350
predforte,d03221
predinisone,d00350
predinsolone,d00084
predinsone,d00350
predisolone,d00084
predisone,d00350
prednasone,d00350
prednazone,d00350
prednesone,d00350
predniosone,d00350
prednisdone,d00350
prednisel,d03221
prednisolene eye drops,xxxxxx
prednisoline,d00084
prednisolme,d00084
prednisolone,d00084
prednisolone (1pct),d00084
prednisolone (ophtalmic),d03221
prednisolone acetate,d00084
prednisolone acetate opth susp,d03221
prednisolone drops,d00084
prednisolone drops (1 pct),d03221
prednisolone eye drops,d03221
prednisolone gtts,d03221
prednisolone ophth,d03221
prednisolone ophthalmic,d03221
prednisome,d00350
prednison,d00350
prednisonce,d00350
prednisone,d00350
prednisone (tapering),d03221
prednisone 1 percent,xxxxxx
prednisone 2.5 [every other da,d00350
prednisone drops,d00084
prednisone eye drops,d00350
prednisone solution,d00084
prednizone,d00350
predorisone,d00350
predrisone,d00350
preforte eye drop,xxxxxx
pregabalin,d05508
pregnenolone,d00084
prem pro,d03819
premarin,d00541
premarin   1 gram.,d00541
premarin  42.5 gm,d00541
premarin .625mg,d00541
premarin 0.625,d00541
premarin cream,d00541
premarin patch,d00541
premarin topical,d00541
premarin vag cr,d04396
premarin vag cream,d04396
premarin vaginal,d04396
premarin vaginal crea,d04396
premarin vaginal cream,d04396
premarin( 0.625/2.5mg),d00541
premarin(0.625/2.5mg),d00541
premerin,d00541
premipro estroegn,d03819
premorin,d00541
premphase,d03819
prempito,xxxxxx
prempo,d03819
prempro,d03819
prempro  625 25,d03819
prempro (0.625/2.5mg),d03819
prempro 0.625/2.5,d03819
prempro(0.625/2.5mg),d03819
prempro-estrogen,d03819
pren pro,d03819
prenate,d03148
prenidon,d00350
prenpro,d03819
prepro,d03819
presabaline,d05508
preservision,s10014
preservision drops,d03145
preservisium,d03145
presidone,d00350
prevacaid,d03828
prevaccid,d03828
prevachol,d00348
prevacid,d03828
prevacid 30,d03828
prevacid ar,d03828
prevalite,d00193
prevalite powder,d00193
prevascid,d03828
prevastatin,d00348
prevcid,d03828
prevident,d04397
prevident(toothpaste),d04397
previsid,d03828
prevital,d03140
prilosac,d00325
prilosc,d00325
prilosec,d00325
prilosec oic,d00325
prilosec otc,d00325
prilosic,d00325
primadone,d00352
primatene,d03380
primdoni,d00352
primiclone,d00352
primidone,d00352
primodone,d00352
primpro,d03819
primrose,d04421
priniuil,d00732
prinivil,d00732
prinvil,d00732
prinzide,d03266
prinzide (10/12.5mg),d03266
priolosec,d00325
priolsec,d00325
prisolec,d00325
privacid,d03828
pro aid hfa,d00749
pro air hfa,d00749
pro air inhaler,d00749
pro-air inhaler,d00749
pro-n/apap,xxxxxx
proair,d00749
proair hfa,d00749
proamantine,d04047
proamatine,d04047
proardia,d00051
probenecid,d00031
probenecid acid,d00031
probenicid/colchicine,d03652
probiotics,s10009
procainamide,d00075
procan,d00075
procandia,d00051
procar,d00563
procardia,d00051
procardia xl,d00051
procardia xr,d00051
procardia-xr,d00051
prochloroprenom,d00355
prochlorperazine,d00355
prochlorperzaine,d00355
procriet,d00223
procrit,d00223
"procrit 120,000",d00223
procrit i.m.,d00223
procrit injection,d00223
proctocort,d03205
proctofoam hydrocortisone,d03546
proctozone,d03205
profen forte,d03379
profen ii,d03379
progac,d00236
progenterne,d00550
progesterone,d00550
progesterone (cream),d04213
progesterone (topical),d04213
progesterone gel,d04213
progesterone topical,d04213
progestin,d00550
progestin (prempro),d00550
progestrone,d00550
proglitazore,r10033
progly,r10028
prograf,d03752
prolactinoma bromocustine,d00178
prolisec,d00325
prolosec,d00325
promarin cream,d03141
promethazibe,d00787
promethazine,d00787
promethazine / codeine,d03357
promethazine/ codeine,d03357
promethazine/codine,d03357
promethezide,d00787
promethezine,d00787
prometrin,d00550
prometrium,d00550
prometrum,d00550
promezthazine,d00787
prontonix,d04514
prop-nap,d03434
propacet 100,d03434
propafanone,d00358
propafenone,d00358
propafenone (rhythmal),d00358
propafenore,d00358
propaferone,d00358
propanalol,d00032
propandol,d00032
propanolol,d00032
propanolol (tremor),d00032
propanolol hcl,d00032
propantheline,d00359
propaolol,d00032
propecia,d00563
propefenol,d00358
propefenone,d00358
propine,d01184
propine (eye drops),d01184
propo-n/apap,d03434
propo/n/app,d03434
propolasyl,xxxxxx
propoxpaene,d00360
propoxy,d00360
propoxy n,d00360
propoxyhena,d00360
propoxyphan,xxxxxx
propoxyphene,d00360
propoxyphene hcl,d00360
propoxyphene n,d00360
propoxyphene napsylate/acetami,d03434
propraciolol,d00032
propranalol,d00032
propranlola la,d00032
propranol,d00032
propranolol,d00032
propranolol (b block),d00032
propranolol hcl,d00032
proproxyphene,d00360
propulsid,d03166
propylthiouracil,d00361
prosac,d00236
proscan,d00563
proscar,d00563
proscas,d00563
proscor,d00563
prosec,d00325
prosom,d00915
prostata,s10150
prosterone,d00550
prostigmine,d00313
protanix,d04514
protegra,d03140
protid,d03331
protinix,d04514
protmix,d04514
protomix,d04514
protonex,d04514
protonic,d04514
protonics,d04514
protonix,d04514
protonix (pantoprazole),d04514
protonix generic,d04514
protonixq,d04514
protopic,d04740
protopic (0.1 pct oint),d04740
protopic cream,d04740
protopic ointment,d04740
protopic tacromilus,d04740
